"die number","production number","arrival at","die diamater",bolster,die_postition
APT2-V01B,APTE00-98000724-D,2021-11-17,260,B4626-1710-**,A1_1A
APT2-V01C,APTE00-98000724-D,2023-04-01,260,B4626-1710-**,
APT3-V01B,APTE00-98000404-D,2021-11-17,260,B4626-1710-**,A1_2A
APT3-V01C,APTE00-98000404-D,2023-04-01,260,B4626-1710-**,
APT4-V01B,APTE00-98000565-D,0000-00-00,260,B4626-1010-**,A1_3A
APT4-V02B,APTE00-98000565-D,2021-12-27,260,B4626-1010-**,A1_3B
APT5-V01B,APTE00-96000152-D,2021-11-17,260,B4626-1010-**,A2_1A
APT5-V01C,APTE00-96000152-D,2023-03-21,260,B4626-1010-**,A2_1B
APT6-V01B,APTE00-96000150-D,0000-00-00,260,B4626-1010-**,A2_2A
APT6-V01B1,APTE00-96000150-D,2021-11-01,260,B4626-1010-**,
APT6-V02B,APTE00-96000150-D,2021-12-27,260,B4626-1010-**,A2_2B
APT7-V01B,APTE00-98000948-D,2021-11-17,260,B4626-1010-**,A2_3A
APT8-V01B,APTE00-96001786-D,2021-12-07,260,B4626-1010-**,A3_1A
APT9-V01E,APTE00-96001042-D,2025-07-11,260,B4626-1010-**,
AXT663M5-V01D,AXT663-1-X439,2022-06-29,260,B4626-1710-**,K1_1A
AXT663M5-V02D,AXT663-1-X439,2023-08-28,260,B4626-1710-**,K1_2A
AXT663M6-V01D,AXT663-1-X437,2022-06-29,260,B4626-1710-**,K1_1B
AXT663M6-V02D,AXT663-1-X437,2023-08-29,260,B4626-1710-**,K1_2B
AXT663M7-V01D,AXT663-1-X448,2022-06-29,260,B4626-1710-**,K1_3A
AXT663M7-V02D,AXT663-1-X448,2023-08-29,260,B4626-1710-**,K2_2A
AXT835M-V01D,AXT835-30D-1,2022-07-02,260,B4626-1710-**,K1_3B
AXT835M-V02D,AXT835-30D-1,2023-08-29,260,B4626-1710-**,K2_2B
CA20T-V01C,S370A63T26X20X20,2022-06-27,260,B4626-1710-**,K2_1A
CA20T-V02C,S370A63T26X20X20,2024-08-02,260,B4626-1710-**,
CA20T-V03C,S370A63T26X20X20,2024-08-02,260,B4626-1710-**,
CA25T-V01C,S370A63T31X25X30,2022-06-27,260,B4626-1710-**,K2_1B
CA25T-V02C,S370A63T31X25X30,2024-08-02,260,B4626-1710-**,
CA25T-V03C,S370A63T31X25X30,2024-08-02,260,B4626-1710-**,
CA32T-V01C,S370A63T38X32X30,2022-06-27,260,B4626-1710-**,K2_3A
CA32T-V02C,S370A63T38X32X30,2024-08-02,260,B4626-1710-**,
CA32T-V03C,S370A63T38X32X30,2024-08-02,260,B4626-1710-**,
CA40S-V01D,C2A40E-AA698-15K,2023-10-24,230,B4620-1208-**,T1_2A
CA40T-V01C,S370A63T47X40X30,2022-06-27,260,B4626-1710-**,K2_3B
CA40T-V02C,S370A63T47X40X30,2024-08-02,260,B4626-1710-**,
CA40T-V03C,S370A63T47X40X30,2024-08-02,260,B4626-1710-**,
CA50T-V01C,S370A63T58X50X30,2022-06-27,260,B4626-1710-**,K3_1A
CA50T-V02C,S370A63T58X50X30,2024-08-02,260,B4626-1710-**,
CA50T-V03C,S370A63T58X50X30,2024-08-02,260,B4626-1710-**,
CA63S-V01D,C2A63E-AA699-15K,2023-10-24,230,B4620-1208-**,T2_2A
CA63T-V01C,S370A63T72X63X30,2022-06-27,300,B4630-2012-**,K3_1B
CA63T-V02C,S370A63T72X63X30,2024-08-02,300,B4630-2012-**,
CA63T-V03C,S370A63T72X63X30,2024-08-07,300,B4630-2012-**,
CA80S-V01D,C2A80E-AA700-15K,2023-09-20,260,B4626-1710-**,H5-1A
CA80T-V01C,S370A63T89X80X30,2022-06-27,300,B4630-2012-**,K3_3A
CA80T-V02C,S370A63T89X80X30,2025-03-24,300,B4630-2012-**,
CAA0T-V01C,S370A63T110X100X30,2022-06-27,300,B4630-1515-**,K3_3B
CAA0T-V02C,S370A63T110X100X30,2025-06-06,300,B4630-1515-**,
CAA0T-V03C,S370A63T110X100X30,2025-06-06,300,B4630-1515-**,
CG20H2-V01D,C1G20K02-AM405,2022-02-23,260,B4626-1710-**,A3_2A
CG20H2-V02D,C1G20K02-AM405,2022-11-14,260,B4626-1710-**,A3_2B
CG20R3-V01D,C3G20K02-AG001,0000-00-00,260,B4626-1010-**,A3_3A
CG20R3-V02D,C3G20K02-AG001,2022-11-23,260,B4626-1710-**,A3_3B
CG20TD-V01C,S163A63T26X20X20,2022-08-17,260,B4626-1710-**,K4_1A
CG25H2-V01D,C1G25K02-AM406,0000-00-00,260,B4626-1010-**,A4_1A
CG25H2-V02D,C1G25K02-AM406,2022-11-14,260,B4626-1710-**,A4_1B
CG25R3-V01D,C3G25K02-AG002,0000-00-00,260,B4626-1010-**,A4_2A
CG25R3-V02D,C3G25K02-AG002,2022-11-23,260,B4626-1710-**,A4_2B
CG25TD-V01C,S163A63T31X25X30,2022-08-17,260,B4626-1710-**,K4_1B
CG32H-V01C,C1G32L-M3322-20K,2021-11-04,260,B4626-1010-**,A5_1A
CG32H3-V01D,C1G32L-AT033-30K,0000-00-00,260,B4626-1010-**,A4_3A
CG32H3-V02D,C1G32L-AT033-30K,2022-11-21,260,B4626-1710-**,A4_3B
CG32R3-V01D,C3G32K02-AG003,0000-00-00,260,B4626-1010-**,A5_2A
CG32R3-V02D,C3G32K02-AG003,2022-11-23,260,B4626-1710-**,A5_2B
CG32TD-V01C,S163A63T38X32X30,2022-08-17,260,B4626-1710-**,K4_3A
CG40H-V01C,C1G40L-M3323-20K,2021-11-04,260,B4626-1010-**,B1_2A
CG40H3-V01D,C1G40L-AT034-30K,0000-00-00,260,B4626-1010-**,B1_1A
CG40H3-V02D,C1G40L-AT034-30K,2022-11-21,260,B4626-1710-**,B1_1B
CG40R-V01D,CG-040K02-35903A,2021-12-07,260,B4626-1010-**,B2_1A
CG40R3-V01D,C3G40K02-AG004,0000-00-00,260,B4626-1010-**,B1_3A
CG40R3-V02D,C3G40K02-AG004,2022-11-23,260,B4626-1710-**,B1_3B
CG40TD-V01C,S163A63T47X40X30,2022-08-08,260,B4626-1710-**,K4_3B
CG50H-V01C,C1G50L-M3324-20K,0000-00-00,260,B4626-1010-**,B2_3A
CG50H2-V01E,C1G50K02-AM409,2025-02-27,260,B6026-1212--**,
CG50H3-V01D,C1G50L-AT035-30K,0000-00-00,260,B4626-1010-**,B2_2A
CG50H3-V02D,C1G50L-AT035-30K,2022-11-21,260,B4626-1710-**,B2_2B
CG50R3-V01D,C3G50K02-AG005,0000-00-00,260,B4626-1010-**,B3_1A
CG50R3-V02D,C3G50K02-AG005,2022-11-23,260,B4626-1710-**,B3_1B
CG50TD-V01C,S163A63T58X50X30,2022-08-17,260,B4626-1710-**,K5_1A
CG63H2-V01E,C1G63K02-AM410,2025-02-27,260,B6026-1212--**,
CG63H3-V01D,C1G63L-AT036-30K,0000-00-00,300,B4630-1515-**,B3_2A
CG63H3-V02D,C1G63L-AT036-30K,2023-05-22,300,B4630-2012-**,2A1_1A
CG63R3-V01D,C3G63K02-AG006,0000-00-00,300,B4630-1515-**,B3_3A
CG63R3-V02D,C3G63K02-AG006,2022-11-29,260,B4630-1515-**,B3_3B
CG63TD-V01C,S163A63T72X63X30,2022-08-17,300,B4630-2012-**,K5_1B
CG80H3-V01D,C1G80L-AX760-30K,2025-08-22,300,B6030-1515--**,
CG80R2-V01D,C1G80K02-AH117,2025-08-07,300,B6030-1515--**,Q1_1A
CG80TD-V01C,S163A63T89X80X30,2022-08-17,300,B4630-2012-**,K5_3A
CGA0H3-V01D,C1GA0L-AX761-30K,2025-08-07,330,B6033-2121--**,R1_1A
CGA0R-V01D,C1GA0L-M3207-20K,2023-05-23,380,B6033-2121--**,2A1_3A
CGA0R2-V01D,C1GA0K02-AH118,2025-08-07,330,B6033-2121--**,Q1_1B
CGA0TD-V01C,S163A63T110X100X30,2022-10-01,300,B4630-1515-**,K5_3B
CJ06C-V01D,C2J06LBAH080-30K,2021-12-07,260,B4626-1710-**,B4_2A
CJ06C-V02D,C2J06LBAH080-30K,2025-02-27,260,B4626-1710-**,
CJ06C2-V01D,C2J06LAAH080-30K,2021-12-07,260,B4626-1710-**,B4_1A
CJ06C2-V02D,C2J06LAAH080-30K,2025-02-27,260,B4626-1710-**,
CJ06RT-V01D,C2J06Y-AH080-30K,0000-00-00,260,B4626-1710-**,B4_3A
CJ06RT-V02D,C2J06Y-AH080-30K,2025-02-27,260,B4626-1710-**,
CJ10C-V01D,C2J10L-AH082-30K,2022-04-29,260,B4626-1710-**,L1_1A
CJ10C-V02D,C2J10L-AH082-30K,2023-02-08,260,B4626-1710-**,L1_1B
CJ10C2-V01D,C2J10L-AH083-30K,2025-11-18,260,B4626-1710-**,
CJ10P-V01D,C2J10M-AF112-25K,2021-10-01,260,B4626-1710-**,B5_1A
CJ10P-V02D,C2J10M-AF112-25K,2023-02-08,260,B4626-1710-**,B5_1B
CJ12P-V01D,C8512M-AF117-25K,2021-12-07,260,B4626-1710-**,B5_2A
CJ12P-V02D,C8512M-AF117-25K,2025-02-24,260,B4626-1710-**,
CJ16C-V01D,C2J16L-AH081-30K,2022-04-29,260,B4626-1710-**,L1_2A
CJ16C-V02D,C2J16L-AH081-30K,2023-02-08,260,B4626-1710-**,L1_2B
CJ16C2-V01D,C2J16L-AH084-30K,2025-11-18,260,B4626-1710-**,
CJ16P-V01D,C2J16M-AF113-25K,2021-10-01,260,B4626-1710-**,B5_3A
CJ16P-V02D,C2J16M-AF113-25K,2023-02-08,260,B4626-1710-**,B5_3B
CJP10B-V01D,C2P10K-AB841-20K,2022-11-29,260,B4626-1710-**,L1_3A
CJP10B-V02D,C2P10K-AB841-20K,2023-08-17,260,B4626-1710-**,L2_2A
CJP16B-V01D,C2P16K-AB842-20K,2022-11-29,260,B4626-1710-**,L1_3B
CJP16B-V02D,C2P16K-AB842-20K,2023-08-17,260,B4626-1710-**,L2_2B
CK50H-V01D,C1K50L-AS975-30K,2025-08-22,260,B4626-1010-**,
CK63H-V01D,C1K63L-AS976-30K,2025-08-22,300,B4630-1515-**,
CKQ50B2-V01D,CKQ50-27-BA265-20K,2023-05-22,300,B6030-1515--**,2A2_1A
CKZ40C-V01D,CKZ40-03AAB376-20K,2023-04-05,260,B6026-1712--**,P5_1A
CKZ40T4-V01D,CKZ40ABAT388-30K,2025-04-17,260,B4626-1710-**,
CKZ40T4-V02D,CKZ40ABAT388-30K,2025-11-28,260,B4626-1710-**,
CKZ50T4-V01D,CKZ50ABAT389-30K,2024-12-24,260,B4626-1710-**,2S4_3A
CKZ50T4-V02D,CKZ50ABAT389-30K,2025-11-28,260,B4626-1710-**,
CKZ63T4-V01D,CKZ63ABAT390-30K,2025-01-15,300,B4630-1515-**,2S4_2A
CLK50R-V01D,CLK50L-AC510-20K,2023-05-22,330,B6033-2121--**,2A2_3A
CLK63R-V01D,CLK63L-AC511-20K,2023-05-22,380,B6033-2121--**,2A3_1A
CM20AH-V01D,C2M020K02-68714B,2021-11-30,260,B4626-1010-**,C1_1A
CM20AH-V02D,C2M020K02-68714B,2022-11-23,260,B4626-1710-**,C1_1B
CM20AS-V01D,C2M020K03-68714B,2021-10-09,260,B4626-1010-**,C1_2A
CM20AS-V02D,C2M020K03-68714B,2022-11-14,260,B4626-1710-**,C1_2B
CM20BH-V01E,C2M020K02-67545C,2025-03-31,260,B4626-1010-**,
CM20CH-V01E,C2M020K02-67549D,2025-03-31,260,B4626-1010-**,
CM25AH-V01D,C2M025K02-68715B,2021-11-30,260,B4626-1010-**,C1_3A
CM25AH-V02D,C2M025K02-68715B,2022-11-29,260,B4626-1710-**,C1_3B
CM25AS-V01D,C2M025K03-68715B,2021-10-09,260,B4626-1010-**,C2_1A
CM25AS-V02D,C2M025K03-68715B,2022-11-14,260,B4626-1710-**,C2_1B
CM25BH-V01E,C2M025K02-67546C,2025-03-31,260,B4626-1010-**,
CM25CH-V01E,C2M025K02-67550D,2025-03-31,260,B4626-1010-**,
CM32AH-V01D,C2M032K02-68716B,2021-11-30,260,B4626-1010-**,C2_2A
CM32AH-V02D,C2M032K02-68716B,2022-11-23,260,B4626-1710-**,C2_2B
CM32AS-V01D,C2M032K03-68716B,2021-10-09,260,B4626-1010-**,C2_3A
CM32AS-V02D,C2M032K03-68716B,2022-11-14,260,B4626-1710-**,C2_3B
CM32BH-V01E,C2M032K02-69576B,2025-03-31,260,B4626-1010-**,
CM32CH-V01E,C2M032K02-69578B,2025-03-31,260,B4626-1010-**,
CM40AH-V01D,C2M040K02-68717B,2021-11-30,260,B4626-1010-**,C3_1A
CM40AH-V02D,C2M040K02-68717B,2022-11-23,260,B4626-1710-**,C3_1B
CM40AS-V01D,C2M040K03-68717B,2021-10-09,260,B4626-1010-**,C3_2A
CM40AS-V02D,C2M040K03-68717B,2022-11-14,260,B4626-1710-**,C3_2B
CM40BH-V01E,C2M040K02-69577B,2025-03-31,260,B6026-1712--**,
CM40CH-V01E,C2M040K02-69579B,2025-03-31,260,B6026-1712--**,
CP9632H-V01D,C9632LCAZ033-30K,2025-05-12,260,B4626-1010-**,
CP9632R-V01D,C9632LBAZ033-30K,2025-04-21,260,B4626-1010-**,
CP9632SG-V01D,C9632LAAZ033-30K,2025-04-23,260,B4626-1710-**,
CP9632T-V01B,C9632ABAC958-30K,2022-06-27,260,B4626-1710-**,L2_1A
CP9632T-V02B,C9632ABAC958-30K,2024-07-01,260,B4626-1710-**,A1_1B
CP9632T-V03B,C9632ABAC958-30K,2024-07-22,260,B4626-1710-**,
CP9632T4-V01D,C9632ABAZ033-30K,2025-05-12,260,B4626-1010-**,
CP9632T4-V02D,C9632ABAZ033-30K,2025-12-30,260,B4626-1010-**,
CP9640H-V01D,C9640LCAZ034-30K,2025-04-23,260,B4626-1010-**,
CP9640R-V01D,C9640LBAZ034-30K,2025-04-21,260,B4626-1010-**,
CP9640SG-V01D,C9640LAAZ034-30K,2025-04-23,260,B4626-1010-**,
CP9640T-V01B,C9640ABAC959-30K,2022-06-27,260,B4626-1710-**,L2_1B
CP9640T-V02B,C9640ABAC959-30K,2024-07-01,260,B4626-1710-**,A1_2B
CP9640T-V03B,C9640ABAC959-30K,2024-07-22,260,B4626-1710-**,
CP9640T4-V01D,C9640ABAZ034-30K,2025-06-05,260,B4626-1010-**,
CP9640T4-V02D,C9640ABAZ034-30K,2026-01-19,300,B4626-1010-**,
CP9650H-V01D,C9650LCAZ035-30K,2025-05-12,300,B6030-1515--**,
CP9650R-V01D,C9650LBAZ035-30K,2025-05-12,300,B6030-1515--**,
CP9650SG-V01D,C9650LAAZ035-30K,2025-04-23,260,B4626-1010-**,
CP9650T-V01B,C9650ABAC960-30K,2022-06-27,300,B4630-2012-**,L2_3A
CP9650T-V02B,C9650ABAC960-30K,2024-07-01,300,B4630-2012-**,A5_3B
CP9650T-V03B,C9650ABAC960-30K,2024-07-29,300,B6030-1515--**,
CP9650T4-V01D,C9650ABAZ035-30K,2025-06-05,300,B4630-1515-**,
CP9650T4-V02D,C9650ABAZ035-30K,2025-12-30,300,B4630-1515-**,
CP9663H-V01D,C9663LCAZ036-30K,2025-04-21,330,B6033-2121--**,
CP9663R-V01D,C9663LBAZ036-30K,2025-04-21,330,B6033-2121--**,
CP9663SG-V01D,C9663LAAZ036-30K,2025-04-23,260,B4626-1010-**,
CP9663T-V01B,C9663ABAC961-30K,2022-07-02,300,B4630-2012-**,L2_3B
CP9663T-V02B,C9663ABAC961-30K,2024-07-01,300,B4630-2012-**,B1_2B
CP9663T-V03B,C9663ABAC961-30K,2024-07-29,300,B4630-2012-**,
CP9663T4-V01D,C9663ABAZ036-30K,2025-06-20,300,B6030-1515--**,
CP9663T4-V02D,C9663ABAZ036-30K,2026-01-19,300,B6030-1515--**,
CP9680H-V01D,C9680LCAZ037-30K,2025-05-12,330,B6033-2121--**,
CP9680R-V01D,C9680LBAZ037-30K,2025-05-12,330,B6033-2121--**,
CP9680SG-V01D,C9680LAAZ037-30K,2025-04-23,260,B4626-1010-**,
CP9680T-V01B,C9680ABAC962A30K,2023-08-24,330,B6033-2121--**,2J2_1A
CP9680T4-V01D,C9680ABAZ037-30K,2025-06-20,330,B6033-2121--**,
CP9680T4-V02D,C9680ABAZ037-30K,2025-12-30,330,B6033-2121--**,
CP96A0H-V01D,C96A0LCAZ038-30K,2025-04-23,420,B6042-3030--**,
CP96A0R-V01D,C96A0LBAZ038-20K,2025-05-12,380,B6033-2121--**,
CP96A0SG-V01D,C96A0LAAZ038-30K,2025-04-23,260,B4626-1010-**,
CP96A0T-V01B,C96A0ABAC963A30K,2023-08-24,380,B6033-2121--**,2J2_3A
CP96A0T4-V01D,C96A0ABAZ038-30K,2025-05-12,380,B6033-2121--**,
CP96A2H-V01D,C96A2LCAZ039-30K,2025-04-23,420,B6042-3030--**,
CP96A2R-V01D,C96A2LBAZ039-20K,2025-05-12,420,B6042-3030--**,
CP96A2SG-V01D,C96A2LAAZ039-30K,2025-04-23,260,B4626-1010-**,
CP96A2T-V01B,C96A2ABAC964A30K,2023-08-24,420,B6042-3030--**,2J3_1A
CP96A2T4-V01D,C96A2ABAZ039-30K,2025-06-05,420,B6042-3030--**,
CQ12C-V01D,S501A61T14X06X30,2021-11-30,260,B4626-1710-**,C3_3A
CQ12C-V02D,S501A61T14X06X30,2022-11-02,260,B4626-1710-**,C3_3B
CQ12G-V01C,C2Q12G-P1280-30K,2021-11-30,260,B4626-1710-**,C4_1A
CQ12G-V01D,C2Q12G-P1280-30K,2023-04-10,260,B4630-2012-**,C4_1B
CQ12T0-V01E,C2Q12-04-F6455-K,2025-07-18,260,B4626-1010-**,
CQ12T3L-V01B,C2Q12A-AD367-20K,2022-05-17,260,B4626-1010-**,L3_1A
CQ12T3L-V01B-ZZZ,C2Q12A-AD367-30K,2025-01-13,260,B4626-1710-**,
CQ12T3L-V02B,C2Q12A-AD367-20K,2025-03-25,260,B4626-1010-**,
CQ12T3L-V02B-ZZZ,C2Q12A-AD367-30K,2025-09-09,260,B4626-1710-**,
CQ12TH-V01D,C2Q012K04-56563,2022-12-07,260,B4626-1710-**,L3_1B
CQ16C-V01D,S501A61T19X08X30,2021-11-17,260,B4626-1710-**,C4_2A
CQ16C-V02D,S501A61T19X08X30,2022-11-02,260,B4626-1710-**,C4_2B
CQ16G-V01C,C2Q16G-P1281-30K,2021-11-04,260,B4626-1710-**,C4_3A
CQ16G-V01D,C2Q16G-P1281-30K,2023-05-23,260,B4626-1710-**,C4_3B
CQ16T3L-V01B,C2Q16A-AD368-20K,2022-05-17,260,B4626-1710-**,L3_3A
CQ16T3L-V01B-ZZZ,C2Q16A-AD368-30K,2025-01-13,260,B4626-1710-**,
CQ16T3L-V02B,C2Q16A-AD368-20K,2025-03-25,260,B4626-1710-**,
CQ16T3L-V02B-ZZZ,C2Q16A-AD368-30K,2025-09-16,260,B4626-1710-**,
CQ16TH-V01D,C2Q016K04-56564,2023-02-08,260,B4626-1710-**,L3_3B
CQ20C-V01D,S501A61T23X10X30,2021-11-17,260,B4626-1710-**,C5_1A
CQ20C-V02D,S501A61T23X10X30,2022-11-02,260,B4626-1710-**,C5_1B
CQ20G-V01C,C2Q20G-P1282-30K,2021-11-04,260,B4626-1710-**,C5_2A
CQ20G-V01D,C2Q20G-P1282-30K,2023-05-23,260,B4626-1710-**,C5_2B
CQ20K-V01D,C2Q020K31-49998A,2021-11-17,260,B4626-1710-**,C5_3A
CQ20K-V02D,C2Q020K31-49998A,2023-05-23,260,B4630-2012-**,C5_3B
CQ20T-V01D,C2Q020K04-49998,2025-01-13,230,B4620-1208-**,
CQ20T-V01D-ZZZ,C2Q020K04-49998-30K,2025-01-13,230,B4620-1208-**,
CQ20T-V02D,C2Q020K04-49998,2026-02-09,230,B4620-1208-**,
CQ20T2-V01D,C2Q020K04-51396,2022-08-24,260,B4626-1710-**,L4_1A
CQ20T2-V02D,C2Q020K04-51396,2023-09-29,260,B4626-1710-**,L4_2A
CQ20T3-V01B,C2Q20A-AD136A20K,2022-06-16,260,B4626-1710-**,L4_1B
CQ20T3-V01B-ZZZ,C2Q20A-AD136A30K,2022-07-16,260,B4626-1710-**,
CQ20T3-V02B,C2Q20A-AD136A20K,2025-05-21,260,B4626-1710-**,
CQ20T3-V02B-ZZZ,C2Q20A-AD136A30K,2025-06-05,260,B4626-1710-**,
CQ20T3-V03B,C2Q20A-AD136A20K,2025-05-21,260,B4626-1710-**,
CQ20T3-V03B-ZZZ,C2Q20A-AD136A30K,2025-06-05,260,B4626-1710-**,
CQ25C-V01D,S501A61T27X12X30,2021-11-17,260,B4626-1710-**,D1_1A
CQ25C-V02D,S501A61T27X12X30,2022-11-02,260,B4626-1710-**,D1_1B
CQ25G-V01C,C2Q25G-P1283-30K,2021-11-04,260,B4626-1710-**,D1_2A
CQ25G-V01D,C2Q25G-P1283-30K,2023-05-23,260,B4626-1710-**,D1_2B
CQ25K-V01E,C2Q025K31-49999A,2025-01-13,260,B4626-1710-**,
CQ25T-V01D,C2Q025K04-49999,2025-01-13,260,B4626-1010-**,
CQ25T-V01D-ZZZ,C2Q025K04-49999-30K,2026-01-16,260,B4626-1710-**,
CQ25T-V02D,C2Q025K04-49999,2026-02-09,260,B4626-1010-**,
CQ25T3-V01B,C2Q25A-AD137A20K,2022-06-16,260,B4626-1710-**,L4_3A
CQ25T3-V01B-ZZZ,C2Q25A-AD137A30K,2024-10-31,260,B4626-1710-**,
CQ25T3-V02B,C2Q25A-AD137A20K,2025-05-21,260,B4626-1710-**,
CQ25T3-V02B-ZZZ,C2Q25A-AD137A30K,2025-06-05,260,B4626-1710-**,
CQ25T3-V03B,C2Q25A-AD137A20K,2025-05-21,260,B4626-1710-**,
CQ25T3-V03B-ZZZ,C2Q25A-AD137A30K,2025-06-05,260,B4626-1710-**,
CQ32C-V01D,S501A61T35X16X30,2021-11-17,260,B4626-1010-**,D1_3A
CQ32C-V02D,S501A61T35X16X30,2022-11-02,260,B4626-1710-**,D1_3B
CQ32G-V01C,C2Q32G-P1284-30K,2021-11-04,260,B4626-1010-**,D2_1A
CQ32K-V01D,C2Q032K31-49701A,2023-04-05,260,B4626-1710-**,P5_3A
CQ32R3-V01D,C2Q32L-AD138-20K,2023-03-03,260,B6026-1712--**,P4_1A
CQ32R3-V01H,C2Q32L-AD138-20K,2026-04-07,260,B6026-1712--**,
CQ32T-V01B,C2Q32-04-J0779-K,2020-06-17,260,B4626-1010-**,D2_2A
CQ32T-V02B,C2Q32-04-J0779-K,2022-05-05,260,B4626-1010-**,D2_2B
CQ32T3-V01B,C2Q32A-AD138A20K,2022-06-27,260,B4626-1710-**,L4_3B
CQ32T3-V01B-ZZZ,C2Q32A-AD138A30K,2022-07-26,260,B4626-1710-**,
CQ32T3-V02B,C2Q32A-AD138A20K,2025-05-20,260,B4626-1710-**,
CQ32T3-V02B-ZZZ,C2Q32A-AD138A30K,2025-05-27,260,B4626-1710-**,L4_3B
CQ32T3-V03B,C2Q32A-AD138A20K,2025-03-11,260,B4626-1710-**,
CQ32T3-V03B-ZZZ,C2Q32A-AD138A30K,2025-04-25,260,B4626-1710-**,
CQ32T3-V04B,C2Q32A-AD138A20K,2026-02-03,260,B4626-1710-**,
CQ32T3-V04B-ZZZ,C2Q32A-AD138A30K,2026-02-03,260,B4626-1710-**,
CQ32T3-V05B,C2Q32A-AD138A20K,2026-02-03,260,B4626-1710-**,
CQ32T3-V05B-ZZZ,C2Q32A-AD138A30K,2026-02-03,260,B4626-1710-**,
CQ40C-V01D,S501A61T43X16X30,2021-11-17,260,B4626-1010-**,D2_3A
CQ40C-V02D,S501A61T43X16X30,2022-11-09,260,B4626-1710-**,D2_3B
CQ40G-V01C,C2Q40G-P1285-30K,2021-11-04,260,B4626-1010-**,D3_1A
CQ40G-V01D,C2Q40G-P1285-30K,2023-04-10,260,B4630-2012-**,O3_2B
CQ40K-V01D,C2Q040K31-49702A,2022-08-10,260,B4626-1710-**,L5_1A
CQ40K-V02D,C2Q040K31-49702A,2023-10-24,260,B4626-1710-**,S5_2A
CQ40R-V01D,C2Q40-02-J0786-K,2023-02-27,300,B6030-1515--**,P4_3A
CQ40R-V02D,C2Q40-02-J0786-K,2025-12-10,300,B6030-1515--**,
CQ40T-V01B,C2Q40-04-J0780-K,2020-06-17,260,B4626-1010-**,D3_2A
CQ40T-V02B,C2Q40-04-J0780-K,2022-05-05,260,B4626-1010-**,D3_2B
CQ40T3-V01B,C2Q40A-AD139A20K,2022-06-27,260,B4626-1710-**,L5_1B
CQ40T3-V01B-ZZZ,C2Q40A-AD139A30K,2024-05-14,260,B4626-1710-**,
CQ40T3-V02B,C2Q40A-AD139A20K,2025-05-20,260,B4626-1710-**,
CQ40T3-V02B-ZZZ,C2Q40A-AD139A30K,2025-06-18,260,B4626-1710-**,
CQ40T3-V03B,C2Q40A-AD139A20K,2025-03-11,260,B4626-1710-**,
CQ40T3-V03B-ZZZ,C2Q40A-AD139A30K,2025-04-21,260,B4626-1710-**,
CQ40T3-V04B,C2Q40A-AD139A20K,2026-03-05,260,B4626-1710-**,
CQ40T3-V05B,C2Q40A-AD139A20K,2026-03-05,260,B4626-1710-**,
CQ50G-V01C,C2Q50G-F2256-30K,2022-06-15,260,B4626-1710-**,L5_3A
CQ50G-V01D,C2Q50G-F2256-30K,2025-11-25,260,B4626-1010-**,
CQ50R-V01D,C2Q50-02-J0787-K,2023-04-05,330,B6033-2121--**,2G3_1A
CQ50R-V02D,C2Q50-02-J0787-K,2025-12-10,330,B6033-2121--**,
CQ50R3-V01D,C2Q50L-AD140-20K,2023-05-23,330,B6033-2121--**,2A4_3A
CQ50R3-V01H,C2Q50L-AD140-20K,2026-04-13,330,B6033-2121--**,
CQ50T-V01B,C2Q50-04-J0781-K,2020-06-17,300,B4630-1515-**,D3_3A
CQ50T-V02B,C2Q50-04-J0781-K,2022-04-06,300,B6030-2012--**,D3_3B
CQ50T3-V01B,C2Q50A-AD140A20K,2022-06-16,300,B4630-2012-**,L5_3B
CQ50T3-V01B-ZZZ,C2Q50A-AD140A30K,2022-06-16,300,B4630-2012-**,
CQ50T3-V02B,C2Q50A-AD140A20K,2025-05-19,300,B4630-2012-**,
CQ50T3-V02B-ZZZ,C2Q50A-AD140A30K,2025-05-19,300,B4630-1515-**,1
CQ50T3-V03B,C2Q50A-AD140A20K,2025-05-19,300,B4630-2012-**,
CQ50T3-V03B-ZZZ,C2Q50A-AD140A30K,2025-05-19,300,B4630-1515-**,
CQ50T3-V04B,C2Q50A-AD140A20K,2026-03-05,300,B4630-2012-**,
CQ50T3-V05B,C2Q50A-AD140A20K,2026-03-05,300,B4630-2012-**,
CQ63G-V01C,C2Q63G-F2257-20K,2022-06-15,260,B4626-1710-**,M1_1A
CQ63G-V01D,C2Q63G-F2257-20K,2025-11-25,260,B4626-1710-**,
CQ63R-V01D,C2Q63-02-J1429-K,2023-05-23,380,B6033-2121--**,2B1_1A
CQ63R3-V01D,C2Q63L-AD141-20K,2023-05-23,380,B6033-2121--**,2G3_3A
CQ63R3-V01H,C2Q63L-AD141-20K,2026-04-14,380,B6033-2121--**,
CQ63T-V01C,C2Q63-04-J0782AK,2020-06-02,330,B6033-2121--**,D4_1A
CQ63T-V02C,C2Q63-04-J0782AK,2020-06-02,300,B4630-1515-**,D4_1B
CQ63T-V03C,C2Q63-04-J0782AK,2023-01-10,300,B4630-2012-**,Q5_3A
CQ63T3-V01C,C2Q63A-AD141A20K,2022-10-01,300,B4630-1515-**,2G2_1A
CQ63T3-V01C-ZZZ,C2Q63A-AD141A30K,2024-05-14,300,B6030-1515--**,
CQ63T3-V02C,C2Q63A-AD141A20K,2025-07-11,300,B6030-1515--**,
