Position,1,2,3,4,5,6,7,8,9,10,AVG
3H1,87,88.2,85.9,,,,,,,,87
6H1,76,76.4,78,,,,,,,,76.8
3E1,84.7,86,86.2,,,,,,,,85.6
8M,84.7,88,87.9,,,,,,,,86.9
8M1,87.6,82.2,86,,,,,,,,85.3
2H1,87.6,86,86.2,,,,,,,,86.6
12H1,84.2,88.6,87,,,,,,,,86.6
5M1,87,86.3,88,,,,,,,,87.1
8H1,89.3,91.4,91.5,,,,,,,,90.7
6E1,88.1,91.3,91.3,,,,,,,,90.2
3M,86,84.6,87,,,,,,,,85.9
5H1,83.5,87,88.3,,,,,,,,86.3
12M1,89.4,90.3,90.4,,,,,,,,90
4E,,,,,,,,,,,
4E1,87,86,87.2,,,,,,,,86.7
11M1,84,85.7,88,,,,,,,,85.9
10M1,87.6,82.1,87,,,,,,,,85.6
9H1,80.5,82.9,85,,,,,,,,82.8
7M1,89.3,88.7,88.8,,,,,,,,88.9
4M1,83,87,86.2,,,,,,,,85.4
3M1,87,89,88,,,,,,,,88
2M1,88,86.1,88,,,,,,,,87.4
2H2,88,86.8,87,,,,,,,,87.3
3H2,86,88.8,88,,,,,,,,87.6
1H2,88.4,87,88.5,,,,,,,,88
4H2,87.2,87.6,88,,,,,,,,87.6
4M2,85.4,86,87.2,,,,,,,,86.2
12H2,87,86.5,86.8,,,,,,,,86.8
8E2,88.5,87,86.8,,,,,,,,87.4
4E2,87,88.2,86,,,,,,,,87.1
6H2,87,87.2,86.5,,,,,,,,86.9
5H2,85.6,88,87.2,,,,,,,,86.9
3M2,87,86.8,86.5,,,,,,,,86.8
11M2M,87,82.8,85,,,,,,,,84.9
5M2,88,87.8,87.4,,,,,,,,87.7
12E2,85,84.8,84,,,,,,,,84.6
10H2,86,87.2,85.8,,,,,,,,86.3
7E2,81.3,83.8,84,,,,,,,,83
10M2,87,88,89.2,,,,,,,,88.1
7M2,88.3,87,86.8,,,,,,,,87.4
9H2,86,86.7,88.3,,,,,,,,87
11E2,86,86.8,85,,,,,,,,85.9
8M2,87.8,86,86.8,,,,,,,,86.9
2M2,87,84.8,86,,,,,,,,85.9
11H2,83,86,85.8,,,,,,,,84.9
7E3,83.5,84,83.7,,,,,,,,83.7
10H3,85.3,84,84.8,,,,,,,,84.7
6H3,84.2,84,84.8,,,,,,,,84.3
9H3,82.7,82,83.7,,,,,,,,82.8
5H3,86,85.7,84.8,,,,,,,,85.5
11H3,85.3,82.9,84,,,,,,,,84.1
2H3,86.1,87,85.8,,,,,,,,86.3
4E3,81,85.3,83,,,,,,,,83.1
1H3,80,81.2,83,,,,,,,,81.4
12H3,85,83.8,86,,,,,,,,84.9
3H3,83.5,87,86.8,,,,,,,,85.8
12E3,81,82.7,84,,,,,,,,82.6
11E3,81.3,82,83.8,,,,,,,,82.4
4H3,83,82.8,85,,,,,,,,83.6
3E3,82,83.8,84,,,,,,,,83.3
2H3,,,,,,,,,,,
1H4,89.3,89.7,93.7,,,,,,,,90.9
2H4,89.1,89.7,89.8,,,,,,,,89.5
3H4,89.9,91.2,93.4,,,,,,,,91.5
3E4,86.7,88.9,88.2,,,,,,,,87.9
4H4,86.4,85.3,83.3,,,,,,,,85
4E4,80.5,81.2,83.1,,,,,,,,81.6
5H4,89.8,91.5,90.5,,,,,,,,90.6
6H4,90,91.3,91.6,,,,,,,,91
7E4,82.3,85.5,87.5,,,,,,,,85.1
8E4,86.6,87.6,88,,,,,,,,87.4
9H4,85.3,86.8,86.6,,,,,,,,86.2
10H4,88.3,87.6,87.3,,,,,,,,87.7
11H4,84.7,86.8,87.4,,,,,,,,86.3
11E4,84.7,79.2,82.6,,,,,,,,82.2
12H4,86.1,88.9,86.8,,,,,,,,87.3
12E4,85.7,86.4,85,,,,,,,,85.7
