date,die_number,production_number,specific_weight,discard_thickness,stretch_reatio,press_start,press_finish,press_type,billet_size,billet_length,billet_lot_no,plan_billet_input,actual_billet_input,actual_ram_speed,actual_die_temp,ok_works,1st_billet_work_length,2nd_billet_work_length,work_qty_from_1st_billet,work_qty_from_2nd_billet,total_ng_works,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,billet_No01_work_length,billet_No02_work_length,billet_No03_work_length,billet_No04_work_length,billet_No05_work_length,billet_No06_work_length,billet_No07_work_length,billet_No08_work_length,billet_No09_work_length,billet_No10_work_length,billet_No11_work_length,billet_No12_work_length,billet_No13_work_length,billet_No14_work_length,billet_No15_work_length,billet_No16_work_length,billet_No17_work_length,billet_No18_work_length,billet_No19_work_length,billet_No20_work_length
âüèoì˙,å^î‘,ïiî‘,íPèd,ÉfÉBÉXÉJÅ[Éhå˙,ÉXÉgÉåÉbÉ`,äJén,èIóπ,âüèoéÌï ,ÉrÉåÉbÉgÉTÉCÉY,ÉrÉåÉbÉgí∑Ç≥,ÉrÉåÉbÉgêªë¢î‘çÜ,åvâÊÉrÉåÉbÉgêî,é¿ê—ÉrÉåÉbÉgêî,ÉâÉÄë¨Åié¿ë™Åj,ã‡å^â∑ìxÅié¿ë™Åj,ó«ïiêî,1stÉrÉåÉbÉgâüèoí∑Ç≥,2ndÉrÉåÉbÉgâüèoí∑Ç≥,1stÉrÉåÉbÉgêªïiêî,2ndÉrÉåÉbÉgêªïiêî,ëçïsó«êî,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,351,ÉrÉåÉbÉg01ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg02ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg03ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg04ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg05ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg06ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg07ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg08ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg09ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg10ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg11ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg12ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg13ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg14ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg15ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg16ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg17ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg18ñ{ñ⁄êªïií∑Ç≥,ÉrÉåÉbÉg19ñ{ñ⁄êªïií∑,ÉrÉåÉbÉg20ñ{ñ⁄êªïií∑
2021-12-25,CXS15S3-V01D,CXS15A-BA022-20K,1.612,25,0.6,00:13:35,00:13:50,ÅZ,9,600,132XX1-E9J6033A,1,1,3,430,,36.900001525879,0,16,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-25,CRQ15B-V01C,P4730002-D,1.98,25,0.8,00:13:50,00:14:40,Åù,9,600,"132X4-E9J6033A,112X1-E9J6033A",5,5,2.3,450,,29.60000038147,31,11,12,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.60000038147,31,31.39999961853,31.39999961853,31.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-25,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.6,00:15:00,00:15:00,ÅZ,9,1200,56X1-E9H6011A,1,1,2.5,470,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-27,CRQ40B-V01D,P4730005-D,4.95,40,0.8,00:08:00,00:09:00,ÅZ,9,1200,59X1-E9H6011A,1,1,5.7,408,,24,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-27,CQ63T-V02C,C2Q63-04-J0782AK,5.53,50,0.6,00:08:00,00:08:00,Åù,9,1200,"56X2-E9H6011A,59X2-E9H6011A",6,4,6.6,450,,45.599998474121,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.599998474121,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-27,APT4-V01B,APTE00-98000565-D,3.06,35,0.6,00:09:00,00:11:00,Åú,9,1200,"59X3-E9H6011A,60X7-E9H6011A,64X7-E9H6011A,62X3-E9H6011A",20,20,6.1,448,,42.099998474121,42.099998474121,12,12,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.200000762939,42.200000762939,0
2021-12-27,APT6-V01B,APTE00-96000150-D,4.31,35,0.3,00:13:00,00:15:00,Åú,9,1200,"62X4-E9H6011A,58X7-E9H6011A,63X7-E9H6011A,52X2-E9H6011A",20,20,6,437,,29.299999237061,29.700000762939,7,7,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.299999237061,29.700000762939,29.5,30,30,29.89999961853,29.89999961853,29.89999961853,30,30,30,30,30,30,30,30,30,30,30,30
2021-12-28,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,08:00:00,09:00:00,Åú,9,600,"112X6-E9J6033A,92X7-E9J6033A,83X7-E9J6033A",30,20,3.1,444,,26.200000762939,28,11,12,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.200000762939,28,28.200000762939,28.200000762939,28.200000762939,28.299999237061,28.200000762939,28.200000762939,28.200000762939,28.200000762939,28.200000762939,28.200000762939,28.200000762939,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061,28.299999237061
2021-12-28,CRQ20B-V01D,P4730003-D,3.42,25,0.6,00:12:00,00:14:00,Åú,9,1200,"52X5-E9H6011A,36X7-E9H6011A,48X3-E9H6011A",15,15,4.8,422,,36.599998474121,37.700000762939,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.599998474121,37.700000762939,38.099998474121,38,38,38,38,38.099998474121,38,38,38,38,38,38,38,0,0,0,0,0
2021-12-28,CRQ30B-V01D,P4730004-D,4.08,35,0.6,00:14:00,00:16:00,Åú,9,1200,"48X4-E9H6011A,68X6-E9H6011A",10,10,3.4,461,,30.10000038147,31,12,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.10000038147,31,31.10000038147,31.299999237061,31.299999237061,31.299999237061,31.299999237061,31.299999237061,31.200000762939,31.200000762939,0,0,0,0,0,0,0,0,0,0
2021-12-29,MSQ50B2-V01D,P6260401-D,6.76,35,0.6,00:08:00,00:08:00,ÅZ,9,1200,53X1-E9H6011A,1,1,3.7,450,,17.700000762939,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,CRQ40B-V01D,P4730005-D,4.95,40,0.8,00:09:00,00:10:00,Åù,9,1200,53X5-E9H6011A,5,5,5.7,450,,25.200000762939,25.200000762939,9,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25.200000762939,25.200000762939,25.39999961853,25.39999961853,25.39999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.6,00:08:15,00:08:25,ÅZ,9,1200,68X1-E9H6011A,1,1,4.1,441,,25.700000762939,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25.700000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,09:00:00,10:00:00,Åú,9,600,99X5-E9J6033A,5,5,3.1,460,,28,28.299999237061,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28.299999237061,28.200000762939,28.200000762939,28.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-29,CUJ16A-V01D,CUJ16A-AD253-20K,1.52,25,1.2,00:12:55,00:14:20,Åú,9,600,"99X2-E9J6033A,127X7-E9J6033A,62X6-E9J6033A",15,15,2.2,430,,41.200000762939,41.099998474121,18,18,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.200000762939,41.099998474121,41.299999237061,41.299999237061,41.299999237061,41.400001525879,41.400001525879,41.400001525879,41.400001525879,41.5,41.5,41.5,41.5,41.5,41.5,0,0,0,0,0
2021-12-29,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,14:00:00,15:00:00,Åú,9,600,"62X1-E9J6033A,126X7-E9J6033A,22X7-E9J6033A",15,15,3.1,470,,28.200000762939,28.299999237061,11,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.200000762939,28.299999237061,28.39999961853,28.299999237061,28.39999961853,28.39999961853,28.39999961853,28.5,28.39999961853,28.39999961853,28.39999961853,28.299999237061,28.299999237061,28.39999961853,28.299999237061,0,0,0,0,0
2021-12-29,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,00:15:45,00:16:05,Åú,9,1200,53X1-E9H6011A,1,1,2,480,,29.10000038147,0,17,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.10000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,MSQ10B2-V01D,P6260101-D,3.26,35,0.6,09:00:00,10:00:00,Åú,9,1200,"66X4-E9H6011A,129X7-E9H6039A,131X4-E9H6039A",15,15,5.5,455,,37.5,38.700000762939,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,38.700000762939,39,39.099998474121,39.099998474121,39.099998474121,39.099998474121,39.099998474121,39.099998474121,39.099998474121,39.099998474121,39.200000762939,39.200000762939,39.200000762939,39.200000762939,0,0,0,0,0
2021-12-30,APT8-V01B,APTE00-96001786-D,2.515,65,0.6,08:00:00,09:00:00,ÅZ,9,1200,66X1-E9H6011A,1,1,2,450,,47.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,CQ63T-V02C,C2Q63-04-J0782AK,5.53,50,0.6,08:00:00,08:15:00,Åù,9,1200,66X2-E9H6011A,2,2,6.6,443,,45.200000762939,0,18,0,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-30,MSQ20B2-V01D,P6260201-D,4.66,50,0.6,12:00:00,14:00:00,Åú,9,1200,"131X3-E9H6039A,145X3-E9H6039A,116X5-E9H6039A",15,15,5.2,441,,25.89999961853,26.799999237061,10,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.89999961853,26.799999237061,26.89999961853,27,27,27,27,27,27,27,27,27,27,27,27,0,0,0,0,0
2022-01-04,MXW16B-V01D,P3801001-M,3.31,25,0.6,15:00:00,15:15:00,ÅZ,9,1200,47X1-E9H6011A,1,1,5,452,,37.299999237061,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-04,CRQ15B-V01C,P4730002-D,1.98,25,0.8,14:00:00,15:00:00,ÅZ,9,600,206X1-E9H6095A,1,1,2.3,467,,29,0,11,0,11,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-04,MSQ30B2-V01D,P6260301-D,5.19,35,0.6,13:00:00,14:00:00,Åù,9,1200,"116X2-E9H6039A,47X4-E9H6011A",6,6,5.1,440,,46.299999237061,48.599998474121,20,20,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.299999237061,48.599998474121,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-05,APT6-V01B,APTE00-96000150-D,4.31,35,0.3,10:40:00,11:25:00,Åú,9,1200,"135X3-E9H6039A,138X7-E9H6039A",10,10,6,451,,29.700000762939,30,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.700000762939,30,30.10000038147,30,30,29.89999961853,30,29.89999961853,30,29.799999237061,0,0,0,0,0,0,0,0,0,0
2022-01-05,CRQ30B-V01D,P4730004-D,4.08,35,0.6,09:15:00,10:35:00,Åú,9,1200,"134X6-E9H6039A,135X4-E9H6039A",10,10,3.4,438,,31.10000038147,31.200000762939,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.10000038147,31.200000762939,31.299999237061,31.299999237061,31.299999237061,31.299999237061,31.299999237061,31.299999237061,31.39999961853,31.299999237061,0,0,0,0,0,0,0,0,0,0
2022-01-05,CRQ20B-V01D,P4730003-D,3.42,25,0.6,08:05:00,09:10:00,Åú,9,1200,"47X2-E9H6011A,54X7-E9H6011A,134X1-E9H6039A",10,10,4.8,460,,37.900001525879,37.799999237061,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.900001525879,37.799999237061,38,37.900001525879,38.099998474121,38.099998474121,38.099998474121,38.099998474121,38.099998474121,38.069999694824,0,0,0,0,0,0,0,0,0,0
2022-01-05,APT4-V01B,APTE00-98000565-D,3.06,35,0.6,12:50:00,14:10:00,Åú,9,1200,"132X7-E9H6039A,119X7-E9H6039A,150X6-E9H6039A",20,20,6.1,426,,41.299999237061,42.200000762939,12,12,8,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.299999237061,42.200000762939,42.099998474121,42.200000762939,42.200000762939,42.099998474121,42.200000762939,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.099998474121,42.200000762939,42.299999237061,42.099998474121,42.299999237061,42.099998474121
2022-01-06,APT8-V01B,APTE00-96001786-D,2.515,65,0.6,09:55:00,10:05:00,ÅZ,9,1200,150X1-E9H6039A,1,1,4,457,,48,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,PS40-V01D,S500A61T40X10X30,3.218,25,0.8,09:30:00,09:40:00,ÅZ,9,1200,145X1-E9J5891A,1,1,3,436,,37.799999237061,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,PS32-V01D,S500A61T32X08X30,2.06,25,0.6,09:10:00,09:25:00,ÅZ,9,600,176X1-E9H6144A,4,1,2.3,458,,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,PS25-V01D,S500A61T25X06X30,1.253,25,0.6,08:50:00,09:05:00,Åú,9,1200,145X1-E9J5891A,2,1,2.5,448,,46.200000762939,46.200000762939,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.200000762939,46.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,PS20-V01D,S500A61T20X05X30,0.856,25,0.6,08:15:00,08:40:00,ÅZ,9,600,72X2-E9H6120A,2,2,2,451,,34,34,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-06,CUJ16A-V01D,CUJ16A-AD253-20K,1.52,25,1.2,10:10:00,11:50:00,Åú,9,600,"82X5-E9J6032A, 82X2-E9J6033A, 97X7-E9J6033A, 98X1-E9J6033A",20,15,2.2,434,,39.5,40.900001525879,17,18,17,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,40.900001525879,41.099998474121,41.299999237061,41.400001525879,40.799999237061,41.400001525879,41.299999237061,41.299999237061,41.400001525879,41.400001525879,41.400001525879,41.400001525879,41.400001525879,41.400001525879,0,0,0,0,0
2022-01-06,CUJ12A-V01D,CUJ12A-AD252-20K,1.07,35,1,13:00:00,15:20:00,Åú,9,600,"98X6-E9J6033A, 138X7-E9J6033A, 123X2-E9J6033A",20,15,1.5,448,,29,28.700000762939,12,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28.700000762939,29,29,29,29,29,29,29,29,29,29,19,29,29,29,29,29,29,29
2022-01-07,PS25A-V01D,S502A61T25X06X27,1.196,25,0.6,08:45:00,09:05:00,Åú,9,600,176X1-E9H6144A,2,1,2.5,450,,25.60000038147,25.60000038147,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.60000038147,25.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,MXW20B-V02D,P3801101-M,6.42,25,0.6,08:24:00,08:40:00,ÅZ,9,1200,127X1-E9H6039A,1,1,6,457,,19,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,PS40B-V01D,S502A61T40X09X27,3.063,25,0.6,09:40:00,09:50:00,ÅZ,9,1200,145X1-E9J5891A,3,1,3,450,,40,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,PS32B-V01D,S502A61T32X06X27,1.983,25,0.6,09:15:00,09:30:00,ÅZ,9,600,176X1-E9H6144A,4,1,2.3,453,,28.60000038147,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-07,MSQ20B2-V01D,P6260201-D,4.66,35,0.6,10:30:00,11:42:00,Åú,9,1200,"127X6-E9H6039A, 125X7-E9H6039A",20,13,5.2,470,,26.700000762939,26.799999237061,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.700000762939,26.799999237061,26.89999961853,27,26.89999961853,27,26.89999961853,27,26.89999961853,26.89999961853,26.89999961853,26.89999961853,26.89999961853,0,0,0,0,0,0,0
2022-01-07,MSQ10B2-V01D,P6260101-D,3.26,35,0.6,12:50:00,14:43:00,Åú,9,1200,"122X7-E9H6039A, 123X7-E9H6039A, 141X6-E9H6039A",20,20,5.5,470,,38.799999237061,38.900001525879,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.799999237061,38.900001525879,39,39.200000762939,39.099998474121,39.099998474121,39.099998474121,39.200000762939,39.099998474121,39.200000762939,39.200000762939,39.099998474121,39.099998474121,39.200000762939,39.200000762939,39.200000762939,39.200000762939,39.200000762939,39.200000762939,39.200000762939
2022-01-08,MGPL12B2-V01D,MGP12A-AC901-30K,2.46,25,0.6,08:00:00,08:13:00,ÅZ,9,600,151X1-E9H6039A,1,1,4,450,,23.89999961853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.89999961853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,CQ63T-V02C,C2Q63-04-J0782AK,5.53,50,0.6,10:50:00,11:25:00,Åù,9,1200,151X4-E9H6039A,6,4,6.6,460,,45.599998474121,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.599998474121,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,MGPL16B2-V01D,MGP16A-AC902-30K,3.04,25,0.6,09:32:00,09:55:00,ÅZ,9,1200,151X1-E9H6039A,1,1,4,459,,41,0,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,MGPL20B2-V01D,MGP20A-AC903-30K,4.49,25,0.6,10:25:00,10:40:00,ÅZ,9,1200,151X1-E9H6039A,1,1,4,452,,27.299999237061,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.299999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,CQ20K-V01D,C2Q020K31-49998A,0.882,25,0.6,09:15:00,09:26:00,ÅZ,9,600,176X1-E9H6144A,1,1,2,419,,35.200000762939,38.200000762939,14,14,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.200000762939,38.200000762939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-08,SY30MP-V01D,SY30M-20-E-1,4.22,25,0.6,08:45:00,09:07:00,Åú,9,1200,151X1-E9H6039A,1,1,2,458,,29.5,0,11,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,APT8-V01B,APTE00-96001786-D,2.515,65,0.6,09:50:00,10:07:00,ÅZ,9,1200,128X1-E9H6039A,1,1,2,460,,47.400001525879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.400001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,CQ50T-V01B,C2Q50-04-J0781-K,4.8,35,0.6,08:20:00,08:40:00,ÅZ,9,1200,128X1-E9H6039A,1,1,4.1,435,,25.60000038147,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25.60000038147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,CXS32S3-V01D,CXS32A-BA025-20K,4.467,25,0.6,08:45:00,09:10:00,ÅZ,9,1200,128X1-E9H6039A,1,1,4,440,,26,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,CXS25S3-V01D,CXS25A-BA024-20K,2.768,25,0.6,09:15:00,09:30:00,ÅZ,9,1200,128X1-E9H6039A,1,1,4,442,,44.799999237061,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.799999237061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,MSQ30B2-V01D,P6260301-D,5.19,35,0.6,13:00:00,14:00:00,Åú,9,1200,"128X2-E9H6039A,151X1-E9H6039A,133X7-E9H6039A",12,10,5.1,465,,47.900001525879,48.799999237061,19,20,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.900001525879,48.799999237061,48.900001525879,48.900001525879,48.900001525879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-10,CUJ20A-V01D,CUJ20A-AD254-20K,2.22,25,1.2,14:05:00,16:00:00,Åú,9,600,"79X7-E9J6033A,141X7-E9J6033A,109X7-E9J6033A,59X1-E9J6033A,103X1-E9J6033A,123X2-E9J6033A",25,25,3.1,467,,26.799999237061,28.10000038147,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.799999237061,28.10000038147,28.299999237061,28.39999961853,28.39999961853,28.200000762939,28.39999961853,28.299999237061,28.299999237061,28.200000762939,28.39999961853,28.39999961853,28.299999237061,28.299999237061,28.39999961853,28.39999961853,28.299999237061,28.39999961853,28.39999961853,28.39999961853
2022-01-11,CUJ12A-V01D,CUJ12A-AD252-20K,1.07,35,1,09:10:00,11:10:00,Åú,9,600,"140X7-E9J6033A,229X7-E9J6102A,230X6-E9J6102A",20,20,1.5,454,,34.5,29.10000038147,12,11,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,29.10000038147,26.200000762939,24.10000038147,28.89999961853,29.200000762939,28.799999237061,29.10000038147,28.799999237061,29.10000038147,28.89999961853,29.10000038147,28.799999237061,29.200000762939,29,29.10000038147,29.10000038147,29.10000038147,29,29.10000038147
2022-01-11,CUJ16A-V01D,CUJ16A-AD253-20K,1.52,25,1.2,12:45:00,14:36:00,Åú,9,600,"128X7-E9J6033A,113X7-E9J6033A,73X6-E9J6033A",20,20,2.2,433,,41.400001525879,41.200000762939,18,18,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.400001525879,41.200000762939,41.5,41.400001525879,41.5,41.5,41.5,41.5,41.400001525879,41.5,41.5,41.5,41.5,41.599998474121,41.599998474121,41.5,41.599998474121,41.5,41.599998474121,41.5
2022-01-11,SY30M-V01B,SY3000-20-1,3.22,50,0.6,11:10:00,12:40:00,Åú,9,1200,"117X7-E9H6039A,137X7-E9H6039A,59X1-E9H6011A",15,15,4,485,,38.799999237061,38.900001525879,17,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38.799999237061,38.900001525879,39,39,39,39,39,39,39,39,39.099998474121,39,39.099998474121,39,39,0,0,0,0,0
